1;0
0;1
-1;0
0;-1
0.962265953971935;0.272110701418527
-0.972139346375578;-0.234403692864392
0.984132355165224;0.177435925102413
-0.998299408877304;-0.0582948559928353
0.998299408877304;0.0582948559928353
-0.984132355165224;-0.177435925102413
-0.938684116059109;-0.344778378466992
-0.925810263932284;-0.377988564903272
-0.916693946447512;-0.399590050609979
-0.948743695841523;-0.316046514932482
-0.962265953971935;-0.272110701418527
-0.991600411186222;-0.129339184067768
0.972139346375578;0.234403692864392
0.925810263932284;0.377988564903272
0.916693946447512;0.399590050609979
0.948743695841523;0.316046514932482
0.938684116059109;0.344778378466992
0.991600411186222;0.129339184067768
